,isbn,authors,original_publication_year,original_title,average_rating,image_url,publication_year,book_read_url
8334,62291408,"Isabel Allende, Oliver Brock, Frank Wynne",2013,El juego de Ripper,3.24,https://images.gr-assets.com/books/1422871316m/18090150.jpg,2013,
8335,9649051759,Samad Behrangi,1965,ماهی سیاه کوچولو,4.11,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1965,
8336,141181362,Robertson Davies,1970,Fifth Business,4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1970,
8337,618829253,"Alan    Richardson, Karen Tack",2008,"Hello, Cupcake!: Irresistibly Playful Creations Anyone Can Make",4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,
8339,752865366,Maeve Binchy,2004,Nights of Rain and Stars,3.67,https://images.gr-assets.com/books/1355496059m/41958.jpg,2004,
8340,61944394,Lincoln Peirce,2009,Big Nate on a Roll,4.32,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,
8341,1467964409,Catherine Bybee,2011,Wife by wednesday,3.77,https://images.gr-assets.com/books/1355031471m/12546674.jpg,2011,
8342,804467250,"Dick Riley, Pam McAllister, Bruce Cassiday",1979,"The  Bedside, Bathtub and Armchair Companion to Agatha Christie",4.23,https://images.gr-assets.com/books/1409153866m/824318.jpg,1979,
8344,1451650051,Kresley Cole,2012,"Shadow's Claim (The Dacians, #1)",4.28,https://images.gr-assets.com/books/1336161703m/12988016.jpg,2012,
8345,034553283X,Kelly Corrigan,2014,Glitter and Glue,3.76,https://images.gr-assets.com/books/1403166272m/17910544.jpg,2014,
8346,805077642,"Walter Lord, Nathaniel Philbrick",1955,A Night to Remember,4,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1955,
8347,393062627,Brady Udall,2010,The Lonely Polygamist,3.5,https://images.gr-assets.com/books/1459640976m/6944566.jpg,2010,
8348,446677167,Carl Hiaasen,1995,Stormy Weather,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1995,
8349,739318926,"Richard Russo, Arthur Morey",2009,That Old Cape Magic,3.3,https://images.gr-assets.com/books/1320442735m/6303733.jpg,2009,
8350,425227944,Maya Banks,2010,The Darkest Hour,4.17,https://images.gr-assets.com/books/1327927870m/6634409.jpg,2010,
8351,038553504X,Donald Ray Pollock,2011,The Devil All the Time,4.09,https://images.gr-assets.com/books/1320561517m/10108463.jpg,2011,
8353,60827645,Erin Hunter,2006,Twilight,4.3,https://images.gr-assets.com/books/1363786463m/252938.jpg,2006,
8354,1400033888,Orhan Pamuk,2003,İstanbul: Hatıralar ve Şehir,3.77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,
8355,452286107,"Clare Naylor, Mimi Hare",2004,The Second Assistant: A Tale from the Bottom of the Hollywood Ladder,3.52,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2004,
8356,140436146,"Charles Dickens, Patricia Ingham, Hablot Knight Browne",1844,The Life and Adventures of Martin Chuzzlewit,3.82,https://images.gr-assets.com/books/1334392783m/1990.jpg,1844,
8357,043985802X,John Marsden,1996,"Darkness, Be My Friend",4.11,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1996,
8359,449206521,James A. Michener,1947,Tales of the South Pacific,4.03,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1947,
8360,330487140,V.S. Naipaul,1979,A Bend in the River,3.77,https://images.gr-assets.com/books/1353691563m/5845.jpg,1979,
8361,553447432,Matthew Desmond,2016,Evicted: Poverty and Profit in the American City,4.48,https://images.gr-assets.com/books/1453060710m/25852784.jpg,2016,
8364,1447256239,Genevieve Cogman,2015,The Invisible Library,3.73,https://images.gr-assets.com/books/1416823893m/21416690.jpg,2015,
8365,449911608,Anne Tyler,1991,Saint Maybe,3.88,https://images.gr-assets.com/books/1453274893m/112322.jpg,1991,
8367,618665455,Mary Downing Hahn,2007,Deep and Dark and Dangerous: A Ghost Story,4.22,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,
8368,1416554955,"Melissa Anelli, J.K. Rowling",2008,"Harry, A History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon",4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,
8369,545054745,Francisco X. Stork,2008,Marcelo in the Real World,3.95,https://images.gr-assets.com/books/1328838330m/3700085.jpg,2008,
8370,451190556,Stephen King,1996,"The Green Mile, Part 4: The Bad Death of Eduard Delacroix",4.52,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1996,
8372,439925509,Brandon Sanderson,2007,Alcatraz Versus the Evil Librarians,3.87,https://images.gr-assets.com/books/1332516621m/623976.jpg,2007,
8373,145210655X,Jeffrey Brown,2012,Darth Vader and Son,4.14,https://images.gr-assets.com/books/1392020416m/13163846.jpg,2012,
8374,068482471X,Daniel C. Dennett,1995,Darwin's Dangerous Idea: Evolution and the Meanings of Life,4.03,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1995,
8375,8370541291,Andrzej Sapkowski,1999,Pani Jeziora,4.28,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1999,
8376,042518546X,C.J. Box,2001,Open Season,3.91,https://images.gr-assets.com/books/1255789732m/244102.jpg,2001,
8377,1599908735,Shannon Hale,2012,Palace of Stone,3.95,https://images.gr-assets.com/books/1345726316m/12926132.jpg,2012,
8378,812997530,Jill Alexander Essbaum,2015,Hausfrau,3.24,https://images.gr-assets.com/books/1419180448m/22725443.jpg,2015,
8379,751534552,Amanda Brown,2001,Legally Blonde,3.68,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2001,
8381,006054094X,Gavin Menzies,2002,1421: The Year China Discovered America,3.58,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2002,
8382,374386153,"Hope Larson, Madeleine L'Engle",2012,A Wrinkle in Time: The Graphic Novel,3.95,https://images.gr-assets.com/books/1334801023m/13513205.jpg,2012,
8383,679767959,Nora Ephron,1983,Heartburn,3.57,https://images.gr-assets.com/books/1386647458m/225343.jpg,1983,
8384,316211338,Liza Klaussmann,2012,Tigers in Red Weather,3.42,https://images.gr-assets.com/books/1336156424m/13528417.jpg,2012,
8385,451210743,Ken Follett,2002,Hornet Flight,3.83,https://images.gr-assets.com/books/1309202400m/92375.jpg,2002,
8386,99464691,"Henning Mankell, Laurie Thompson",1993,Den vita lejoninnan,3.84,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1993,
8387,553290983,"Margaret Weis, Tracy Hickman",1990,"Elven Star (The Death Gate Cycle, #2)",3.98,https://images.gr-assets.com/books/1324543424m/28485.jpg,1990,
8388,802170374,Sherman Alexie,2007,Flight: A Novel,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,
8389,631231277,"Ludwig Wittgenstein, G.E.M. Anscombe",1953,Philosophische Untersuchungen,4.23,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1953,
8392,312187149,Bernard Cornwell,1996,Enemy of God,4.38,https://images.gr-assets.com/books/1311985643m/68524.jpg,1996,
8395,609804618,"Scott Dikkers, Maria Schneider, John Krewson, Robert Siegel, David Javerbaum, Todd Hanson, Carol Kolb, Mike Loew, Tim Harrod",1998,Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1998,
8396,60521600,James Rollins,2003,Ice Hunt,4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,
8397,425212017,Laurell K. Hamilton,2006,Strange Candy,3.74,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,
8398,312997124,Jeffrey Archer,1983,First Among Equals,3.87,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1983,
8399,553374117,Stephen Hawking,1993,Black Holes and Baby Universes and Other Essays,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1993,
8400,6473296,Stephen R. Donaldson,1977,"The Chronicles of Thomas Covenant, the Unbeliever",3.78,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1977,
8401,425243915,Nalini Singh,2011,Archangel's Blade,4.26,https://images.gr-assets.com/books/1327877499m/8074967.jpg,2011,
8402,671739166,Will Durant,1926,The Story of Philosophy,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1926,
8403,679724532,Elaine Pagels,1979,The Gnostic Gospels,3.93,https://images.gr-assets.com/books/1403187711m/110763.jpg,1979,
8404,385338902,Jonathan Tropper,2007,How to Talk to a Widower,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,
8405,345324390,Edgar Rice Burroughs,1913,The Gods of Mars,3.86,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1913,
8406,1442364459,"Vince Flynn, Kyle Mills, Armand Schultz",2015,The Survivor,4.2,https://images.gr-assets.com/books/1443534014m/17570105.jpg,2015,
8408,802122515,Roxane Gay,2014,An Untamed State,4.05,https://images.gr-assets.com/books/1395145925m/18467818.jpg,2014,
8409,374116342,Tim Winton,2008,Breath,3.8,https://images.gr-assets.com/books/1317792624m/2176735.jpg,2008,
8410,890420254,American Psychiatric Association,1952,Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR (Text Revision),3.87,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1952,
8411,6514944,Laurie R. King,1995,A Monstrous Regiment of Women,4.04,https://images.gr-assets.com/books/1334169424m/104737.jpg,1995,
8412,312850530,Orson Scott Card,1995,Alvin Journeyman (Tales of Alvin Maker #4),3.72,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1995,
8413,1423183096,Elizabeth Wein,2013,Rose Under Fire,4.13,https://images.gr-assets.com/books/1368219053m/17262236.jpg,2013,
8414,1413903177,"Kiyohiko Azuma, あずま きよひこ",2003,よつばと! 1,4.34,https://images.gr-assets.com/books/1284943754m/511240.jpg,2003,
8415,803283857,"Black Elk, John G. Neihardt",1932,Black Elk Speaks,4.13,https://images.gr-assets.com/books/1328819916m/35476.jpg,1932,
8416,385529376,Ben Mezrich,2009,"The Accidental Billionaires: The Founding of Facebook: A Tale of Sex, Money, Genius and Betrayal",3.5,https://images.gr-assets.com/books/1320527444m/6326920.jpg,2009,
8417,034083384X,Jeffery Deaver,2007,The Sleeping Doll,3.92,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,
8418,084394952X,Christine Feehan,2002,Dark Legend,4.33,https://images.gr-assets.com/books/1330425833m/252999.jpg,2002,
8419,1401200605,"Jeph Loeb, Jim Lee, Scott Williams",2002,Batman Hush #1,4.1,https://images.gr-assets.com/books/1460914534m/107017.jpg,2002,
8420,778313654,Heather Gudenkauf,2012,One Breath Away,3.98,https://images.gr-assets.com/books/1333763497m/13112023.jpg,2012,
8421,743292511,Greg Iles,2009,The Devil's Punchbowl,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,
8422,142500593,Sara Ryan,2001,Empress of the World,3.73,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2001,
8423,345507460,Jim Butcher,2008,Welcome to the Jungle,4.09,https://images.gr-assets.com/books/1320418408m/2637138.jpg,2008,
8424,553803190,Connie Willis,2010,Blackout,3.83,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2010,
8426,307393879,Alice Hoffman,2011,The Red Garden,3.69,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2011,
8427,1405204664,Jean de Brunhoff,1933,Le Roi Babar,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1933,
8428,006174266X,Gordon Korman,2012,Ungifted,4,https://images.gr-assets.com/books/1340757270m/13623777.jpg,2012,
8429,1400031605,Michael Frayn,1982,Noises Off,4.18,https://images.gr-assets.com/books/1320486520m/160194.jpg,1982,
8430,440225450,Harlan Coben,1999,The Final Detail,4,https://images.gr-assets.com/books/1300230473m/372384.jpg,1999,
8431,380817934,Dan Simmons,2005,Olympos,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005,
8432,802715524,Tom Standage,2005,A History of the World in 6 Glasses,3.74,https://images.gr-assets.com/books/1415681601m/3872.jpg,2005,
8434,446697435,Robert Hicks,2005,The Widow of the South,3.75,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005,
8436,1414358466,"Randy Alcorn, Alex Kendrick, Stephen Kendrick",2011,Courageous,4.53,https://images.gr-assets.com/books/1406505682m/10790276.jpg,2011,
8437,763644102,"Kate DiCamillo, Yoko Tanaka",2009,The Magician's Elephant,3.82,https://images.gr-assets.com/books/1320520056m/6345760.jpg,2009,
8438,345477243,Anne Tyler,2001,Back When We Were Grownups,3.51,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2001,
8439,097496090X,James Joyce,1914,The Dead,4.09,https://images.gr-assets.com/books/1456153413m/23289.jpg,1914,
8442,1606840584,Bree Despain,2010,The Lost Saint,4.04,https://images.gr-assets.com/books/1327883674m/7831742.jpg,2010,
8443,553807145,Dean Koontz,2009,Relentless,3.71,https://images.gr-assets.com/books/1320399029m/4946005.jpg,2009,
8444,038070613X,Stephen R. Lawhead,1987,Taliesin. Book I of the Pendragon Cycle,3.98,https://images.gr-assets.com/books/1170843303m/73906.jpg,1987,
8447,812532597,Orson Scott Card,1992,The Memory of Earth,3.56,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1992,
8448,006170654X,Dolen Perkins-Valdez,2009,Wench,3.68,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,
8449,451412702,Karen Chance,2009,Curse the Dawn,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,
8450,805423516,Beth Moore,2000,Praying God's Word: Breaking Free From Spiritual Strongholds,4.45,https://images.gr-assets.com/books/1266101982m/26661.jpg,2000,
8451,679772669,Michael Ondaatje,1987,In the Skin of a Lion,3.88,https://images.gr-assets.com/books/1405864361m/5946.jpg,1987,
8453,5559608475,"Jack Welch, John A. Byrne, Mike Barnicle",2001,Jack: Straight from the Gut,3.79,https://images.gr-assets.com/books/1297699934m/5559.jpg,2001,
8454,60256575,Shel Silverstein,1981,The Missing Piece Meets the Big O,4.32,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1981,
8455,60997028,"Milan Kundera, Aaron Asher",1969,Život je jinde,3.95,https://images.gr-assets.com/books/1327945876m/44559.jpg,1969,
8456,345468694,Anna Quindlen,2002,Blessings,3.56,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2002,
8457,373776985,Gena Showalter,2012,Wicked Nights,4.11,https://images.gr-assets.com/books/1320067374m/12900491.jpg,2012,
8459,886774012,Mercedes Lackey,1990,Magic's Promise,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1990,
8461,545415071,Meg Cabot,2012,Underworld,3.89,https://images.gr-assets.com/books/1319987494m/10799881.jpg,2012,
8462,1416575642,Mark Bittman,2008,Food Matters: A Guide to Conscious Eating with More Than 75 Recipes,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,
8463,340752475,Rosamunde Pilcher,1995,Coming Home,4.27,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1995,
8464,842332359,"Tim LaHaye, Jerry B. Jenkins",2004,Glorious Appearing: The End of Days,3.96,https://images.gr-assets.com/books/1402100211m/133767.jpg,2004,
8466,399159312,John Sandford,2013,Silken Prey,4.16,https://images.gr-assets.com/books/1355077509m/16158527.jpg,2013,
8468,679759328,Anita Brookner,1984,Hotel du Lac,3.56,https://images.gr-assets.com/books/1346713260m/251665.jpg,1984,
8469,452276721,Pat Barker,1995,The Ghost Road,4.11,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1995,
8470,553211587,Mark Twain,1893,The Tragedy of Puddn'head Wilson,3.74,https://images.gr-assets.com/books/1473261603m/682793.jpg,1893,
8471,1888009039,"Aristotle, Joe Sachs",-330,τὰ μετὰ τὰ φυσικά,4,https://images.gr-assets.com/books/1355049704m/208036.jpg,-330,
8472,1250021529,Emily Murdoch,2013,If You Find Me,4.06,https://images.gr-assets.com/books/1369597694m/15793231.jpg,2013,
8473,044669570X,Carl Hiaasen,1991,Native Tongue,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1991,
8474,312147015,Sandra Dallas,1995,The Persian Pickle Club,3.78,https://images.gr-assets.com/books/1311998766m/128940.jpg,1995,
8475,373210043,Rachel Vincent,2009,My Soul to Save,3.98,https://images.gr-assets.com/books/1255722532m/6763961.jpg,2009,
8477,689717385,"Cynthia Rylant, Stephen Gammell",1985,The Relatives Came,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1985,
8478,340682388,Siri Hustvedt,2002,What I Loved,4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2002,
8480,1416983309,Ellen Hopkins,2012,Tilt,4.2,https://images.gr-assets.com/books/1346263814m/11133791.jpg,2012,
8481,345491149,Todd J. McCaffrey,2008,Dragonheart (Dragonriders of Pern),4.14,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,
8483,142401447,Brian Jacques,1996,The Pearls of Lutra,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1996,
8484,670020478,"Ken Robinson, Lou Aronica",2009,The Element: A New View of Human Capacity,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,
8485,670025771,Geraldine Brooks,2015,The Secret Chord,3.55,https://images.gr-assets.com/books/1428406962m/24611425.jpg,2015,
8487,1482658143,Amy Harmon,2013,A Different Blue,4.22,https://images.gr-assets.com/books/1364846607m/17443673.jpg,2013,
8488,1416544186,Chuck Klosterman,2008,Downtown Owl,3.53,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,
8489,345459210,William C. Dietz,2003,The Flood,3.69,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,
8490,345397673,Terry Brooks,2001,Antrax,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2001,
8491,375755195,Billy Collins,2001,Sailing Alone Around the Room: New and Selected Poems,4.24,https://images.gr-assets.com/books/1403183272m/676.jpg,2001,
